position distance_dtw forecast_error
|Point(x=18, y=80)| 1.528 0.141
|Point(x=18, y=81)| 1.463 0.189
|Point(x=18, y=82)| 1.531 0.226
|Point(x=18, y=83)| 1.696 0.262
|Point(x=18, y=84)| 1.607 0.225
|Point(x=18, y=85)| 1.552 0.210
|Point(x=18, y=86)| 1.610 0.219
|Point(x=19, y=64)| 1.487 0.225
|Point(x=19, y=65)| 1.618 0.109
|Point(x=19, y=66)| 1.598 0.088
|Point(x=19, y=67)| 1.658 0.087
|Point(x=19, y=68)| 1.710 0.087
|Point(x=19, y=69)| 1.686 0.089
|Point(x=19, y=71)| 1.673 0.178
|Point(x=19, y=75)| 1.669 0.173
|Point(x=19, y=77)| 1.633 0.179
|Point(x=19, y=78)| 1.584 0.192
|Point(x=19, y=79)| 1.605 0.196
|Point(x=19, y=80)| 1.666 0.202
|Point(x=19, y=81)| 1.750 0.200
|Point(x=19, y=82)| 1.860 0.237
|Point(x=19, y=84)| 1.739 0.240
|Point(x=20, y=66)| 1.700 0.177
|Point(x=20, y=67)| 1.632 0.134
|Point(x=20, y=68)| 1.684 0.095
|Point(x=20, y=69)| 1.741 0.104
|Point(x=21, y=67)| 1.739 0.241
|Point(x=21, y=68)| 1.792 0.197
|Point(x=21, y=69)| 1.841 0.226
|Point(x=21, y=70)| 1.857 0.174
|Point(x=22, y=72)| 1.956 0.197
|Point(x=27, y=80)| 1.551 0.381
|Point(x=36, y=76)| 1.776 0.331
|Point(x=38, y=40)| 1.728 0.871
|Point(x=39, y=43)| 1.591 0.645
|Point(x=39, y=44)| 1.564 0.561
|Point(x=41, y=47)| 1.655 0.617
|Point(x=51, y=16)| 1.777 0.388
|Point(x=51, y=17)| 1.710 0.361
|Point(x=52, y=19)| 1.796 0.278
|Point(x=53, y=21)| 1.849 0.279
|Point(x=54, y=22)| 1.811 0.253
